59	RT WyrdChyk PrisonPlanet BREAKING World Moves on Secedes from Solar System Global Warming No Longer Problem	Los Angeles, CA
60	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	United States
61	WIRED westerndigital Another article mentioning no facts but inferring global warming Climate change No one disputes climate change occurs They simply disavow the link to the fallacy of global warming And some portion of Americans naively believes if the US can clean enough to save the world	Carolina, USA
62	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Massachusetts
63	RT allschooladult Wow this heat is insane friendly reminder that global warming is still very real and is only getting worse	The Nightosphere
64	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
65	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	South
66	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
67	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	None
68	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	United States
69	RT JWSpry NO Australian Under The Age Of 40 Has Experienced Any Global Warming   via JWSpry ClimateChange Global	None
70	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Otherwhere
71	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	New Jersey, USA
72	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	None
73	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	United States
74	Do you think Trump and Republican's care	None
75	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	tulia texas
76	RT DerekCressman Global warming kills even if Fox News wont explain it	None
77	RepSwalwell  Global warming is implicated in the staggering number of lightening  strikes currently bombarding America and Western Europe	Pittsburgh, PA
78	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	United States
79	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	I can see Putin's House
80	RT DenCO56 cnnbrk Such a waste California officials know that the majority of these fires are the fault of sick individuals bent on des	Georgia, USA
81	RT CADem What is with this guy Surprised RepHunter isnt saying something else dumb like Rising sea levels will mean new beachfront	Boston/Orlando/Tampa
82	RT OhioState  Meet the microbes who are playing a big role in global warming	College Station, TX
83	RT CamBrowwn Global warming isnt real	London, England
84	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Chicago
85	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Southern Illinois
86	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Wild in Oregon
87	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Canada
88	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Cooper City, FL
89	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
90	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Seattle, WA
91	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	None
92	The country is on fire and the sun is so intense that its giving me hives Lol Global warming is not fun and its only the beginning	Las Vegas, NV
93	RT DenCO56 cnnbrk Such a waste California officials know that the majority of these fires are the fault of sick individuals bent on des	El Paso, TX
94	urockthedesign No such thing as global warming Take your crap somewhere else People need CarrFire for realtime updates	California, USA
95	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Dallas, Texas
96	RT ProfTerryHughes Washington Post We used to think of the northern GreatBarrierReef as a wilderness But its remoteness affords no p	None
97	RT urbansadfitters sober me omg global warming  drunk me RIDE THE DICK LIKE A BMX	None
98	RT rlnnelson Translation We use a brand new attribution modeling technique to prove what we believed to be true before we invented it	Alberta, Canada
99	RT UROCKlive1 AP Trump fiddles while California burns      I fear for our firefighters as global warming continues amp the fires contin	Athens, GA
100	konstruktivizm That global warming is serious stuff  turns you into flesh eating zombies	Join as a member
101	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Seattle, USA
102	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Hawaii
103	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
104	But global warming is a myth right	Seattle
105	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
106	RT DenCO56 cnnbrk Such a waste California officials know that the majority of these fires are the fault of sick individuals bent on des	Salt Lake City, UT
107	RT DenCO56 cnnbrk Such a waste California officials know that the majority of these fires are the fault of sick individuals bent on des	None
108	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
109	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Florida, USA
110	RT konstruktivizm This sculpture by Issac Cordal in Berlin is called Politicians discussing global warming	Germany
111	And people still think Global Warming is a fad	Georgia, USA
112	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	arizona
113	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	USA
114	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Depends where I am at the time
115	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	Truro, England
116	RT DenCO56 cnnbrk Such a waste California officials know that the majority of these fires are the fault of sick individuals bent on des	United States
117	RT DenCO56 cnnbrk Such a waste California officials know that the majority of these fires are the fault of sick individuals bent on des	Dallas, TX
118	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Ontario, Canada
119	RT rahmstorf A reminder with unmitigated global warming increasing areas of the planet will become uninhabitable due to heat stress as	Ottawa, ON
120	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
121	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Del Mar, CA
122	RT DenCO56 cnnbrk Such a waste California officials know that the majority of these fires are the fault of sick individuals bent on des	Land of the Free, USA
123	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	None
124	This  GlobalWarming is gettin real in yur face	None
125	a mosquito just bit me on the ass its time for global warming to finally kill these fuckers off	21 ☆ uk(bham/stafford)→tokyo
126	RT urbansadfitters sober me omg global warming  drunk me RIDE THE DICK LIKE A BMX	None
127	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	UC Berkeley
128	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Las Vegas, NV
129	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Rio Vista, CA
130	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
131	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	None
132	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Kuala Lumpur Federal Territory, Malaysia
133	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Central Texas
134	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
135	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	United States
136	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Washington, PA
137	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Napa, CA
138	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
139	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
140	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Rio Vista
141	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Gresham, OR
142	Harry is Instagramming about the dangers of global warming eventually	None
143	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	None
144	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	Tucson Arizona USA
145	davidakin JustinTrudeau if you need help ask ask Who promotes Global Warming   not a trick question  yes if know a little about ecologyits Justin Trudeau balance is a strange word to him	None
146	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Florida, USA
147	RT DenCO56 cnnbrk Such a waste California officials know that the majority of these fires are the fault of sick individuals bent on des	None
148	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Dreamland
149	Six ideas to limit global warming with solar geoengineering Part 1  Red Green and Blue	USA
150	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	Cleveland,Ohio
151	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
152	Canadians influencing global warming	Huntsville, AL
153	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
154	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	United States
155	omggg this is too cuteeeeeeeeeeeee	논현동 3층
156	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	Indiana, USA
157	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	논현동 3층
158	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	None
159	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
160	kare11 Please remove this horrible picture this is why we must stop global warming I do not think u can blame the bear	St Paul, MN
161	RT urbansadfitters sober me omg global warming  drunk me RIDE THE DICK LIKE A BMX	San Francisco, CA
162	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Rockville, MD
163	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Wisconsin, USA
164	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Durango, CO
165	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	The Space Between Spaces
166	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	None
167	RT Electroversenet The Political Hijacking of Global Warming	None
168	Californian newspaper editorialises on global warming Trump the future	Manchester, UK
169	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Asturias.España
170	SpencerFernando CanadiansFirst if you need help ask ask Who promotes Global Warming   not a trick question  yes if know a little about ecologyits Justin Trudeau balance is a strange word to him	None
171	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Cleveland,Ohio
172	Wildfires heatwaves and epic storms  global warming is here	Born Scotland, now in Canada
173	Title  Global Warming	🇭🇹🇯🇲
174	RT JWSpry NO Australian Under The Age Of 40 Has Experienced Any Global Warming   via JWSpry ClimateChange Global	Lakes Entrance Vic  Australia
175	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
176	RT DerekCressman Global warming kills even if Fox News wont explain it	None
177	elonmusk Kygo clips about you and me I can help you really I wanna go to space to but not to Mars If you see film Interstellar you can understand me I can reduce global warming	None
178	nytimes Pigs break wind  and contribute to global warming Go vegan then YOU will break even more wind and contribute to global warming Dont trust pigs to finish off the planet	United States
179	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	United States
180	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Brooklyn West. Less public transit, but better tacos.
181	jordanbpeterson thebradfordfile campbellclaret I'm old enough to remember when it was called Global Cooling the Global Warming I also remember a bunch of Climatologist tweaking the numbers to hide the decline during Climategate	United States
182	Rob you should write an environmental book Good idea how about Gorillas Guide to Global Warming An Anthropomorphic Ape Addresses Anthropogenic Actions By Biodiversity Bashing Bipeds Causing Climate Change	Orlando, FL (by way of Savannah, then Charleston, Cuba, NC, Maine, San Diego, Summerville, Longwood)
183	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Lincoln, NE
184	fossdaboss45 RealCandaceO         Then theres this	United States
185	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Orlando, Florida
186	RT MikeSoron Global warming creates more refugees and displaces people But our culture discourages Canadians to make this link because o	Canberra
187	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Florida, USA
188	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Highlands Ranch, CO USA
189	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Rock Springs, WY
190	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	California, USA
191	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Chicago IL
192	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Santa Fe, NM
193	TheEconomist The global warming and climate change crowd is also the flat earth crowd Science evidence and fact's mean nothing to these leftist people	None
194	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	United States
195	RT AManForOthers More polar bears have been killed by Arctic tourists than by Global Warming FYI tan123	hear their or anywhere
196	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Newfoundland and Labrador, Can
197	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Chihuahua, México
198	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	None
199	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	The Dystopian States of America
200	McgeeDDD FoxNews Fools like you dont realize that this planet has gone through your so called global warming for millions of years oh shit lets not forget the Ice Age I wonder if the Republicans did that also	None
201	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Illinois, USA
202	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Florida, USA
203	dfh1 DerekCressman The fire in Greece was arsoncaused whatever you think of global warming	None
204	Ohhh really	None
205	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Canton,, MI
206	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Los Angeles, CA
207	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Wisconsin, USA
208	RT msroberts0619 You can only predict the end of the world so many times after all before people start to get skeptical It's slowly	Flying Hills, PA
209	RT TaodeHaas What you probably wont hear a LNP voter say Im concerned about global warming Im glad I voted for Turnbulls NBN Now t	Adelaide, South Australia
210	so has bts cured global warming yet or what	do i look like a fukgirl
211	Whether you believe in global warming or not getting rid of the pollution is a big deal Grow solar in California GrowSolarCalifornia GrowSolar HomeSolar	San Diego, CA
212	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Truro, England
213	Looks like we gotta blame Canada for global warming	Colorado Springs, CO - Phoenix, AZ - Pensacola, FL I get around.
214	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Mexico City
215	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	ÜT: -34.591048,-58.39823
216	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	Florida, USA
217	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
218	RT GhostPanther Carl0sAlbert0 Only instead of infertility its global warming	Toronto ON
219	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Colorado
220	RT emorwee America's top 50 newspapers published a total of 760 articles mentioning extreme heat heat waves record heat or record tem	Martha's Vineyard Island
221	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Cincinnati, OH
222	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
223	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	None
224	Jugbo Go solar  Hang them up outside  We didn't create global warming for nothing	The unknown Universe
225	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Tokyo Japan
226	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	PA
227	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	None
228	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
229	RT makennaish so has bts cured global warming yet or what	Somewhere in earth I guess
230	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	La Cruz Sinaloa
231	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Middlehurg Florida
232	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
233	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
234	newscientist It's a delight to see so many fellow deniers For those true believers of man made global warming go do some research of your own Start by checking out this site then MAYBE you'll FINALLY fucking wake up	Elong Elong, New South Wales
235	CNN globalwarming is serious	Beijing
236	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
237	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Alabama, USA
238	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Guadalajara
239	RT BreitbartNews If one hot summer is damning proof of global warming then what conclusion are we to draw from the 40 odd summers which	Medicine Hat , Alberta 
240	What if Year 3000 by the Jonas Brothers is actually about the effects of global warming amp the melting ice caps	Hyperbolic Time Chamber
241	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
242	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	Troy, Virginia
243	CBCnews peterdiane01 gmbutts if you need help ask ask Who promotes Global Warming   not a trick question  yes if know a little about ecologyits Justin Trudeau balance is a strange word to him	None
244	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	#GeeksResist Headquarters
245	RT JWSpry NO Australian Under The Age Of 40 Has Experienced Any Global Warming   via JWSpry ClimateChange Global	Fort Lauderdale, FL
246	So very sad	Alabama, USA
247	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	SC: wutdhellynn
248	RT DerekCressman Global warming kills even if Fox News wont explain it	None
249	RT CamBrowwn Global warming isnt real	None
250	RT j13chen gLoBaL wArMiNg iSnT rEaL	KUL || MY
251	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
252	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	New Jersey 🌊🌊🌊
253	So Global Warming and green energy isnt a thing to you Well unfortunately for your theory it is a big deal to NMDEMS like Haaland Grisham Heinrich Lujan and Torres and the Dem controlled legislature So kiss oil revenue goodbye if they are elected	United States, New Mexico
254	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Cempaka putih-Jakpus
255	maggieslilbliss elaine4animals Aw You made my day I try so hard to help and never can know if Im just an annoying broken record  vegan is much easier than you may think and you are literally saving earth and trees and slowing global warming and ending torture with every meal	Los Angeles
256	KKeneally msrose2343 Alan is right We are governed by yesterday's results Today Australia is in a vicious drought in a country that is about to catch on fire thanks to the denialism of global warming by IPAsLNP amp old white men resisting change just because they can	Australia
257	Not a good time to have all the global warming denying utter morons in position of power Very bad timing	los angeles
258	Global Warming's Most Iconic Mascot A Total Fraud Says Photographer   via ConstitutionNat	United States
259	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Connecticut, USA
260	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	The Before Now! Oooo!!!
261	RT j13chen gLoBaL wArMiNg iSnT rEaL	None
262	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	None
263	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	None
264	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	The Twilight Zone, where shitler has sent all of America
265	RedHotSquirrel Do they think we're all dumb The climate has been changing since day 1 billions of years since Humans have been lighting bonfires and farting gases into the atmosphere for about 10000 o those years We ain't doing shit to cause global warming If anything it's the ants	Scotland, United Kingdom
266	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	South Africa
267	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Florida
268	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	California
